"4FGL J0031.3+0726","  7.8300","  7.4443","   7.549","2.0314E-10","2.2742E-12","PowerLaw","  1.9919","  2.0687"," -0.0469","bll","NVSS J003119+072456","NULL","ISP"
"4FGL J0032.3-5522","  8.0778","-55.3668","  18.389","5.0049E-10","5.8429E-12","PowerLaw","  2.2393","  2.1790","  0.1415","bcu","SUMSS J003210-552228","NULL","NULL"
"4FGL J0032.4-2849","  8.1076","-28.8224","   7.599","1.9426E-10","2.3518E-12","PowerLaw","  2.2968","  2.2339","  0.0853","bll","PMN J0032-2849","3.238880E-01","LSP"
"4FGL J0033.5-1921","  8.3954","-19.3593","  62.084","2.9650E-09","3.1803E-11","LogParabola","  1.7667","  1.6377","  0.0664","bll","KUV 00311-1938","6.100000E-01","HSP"
"4FGL J0033.9+3858","  8.4830"," 38.9716","   6.517","1.9281E-10","2.9506E-12","PowerLaw","  2.5314","  2.5007","  0.0431","bcu","MG3 J003408+3901","NULL","LSP"
"4FGL J0034.0-4116","  8.5142","-41.2708","   9.387","2.2470E-10","3.3139E-12","PowerLaw","  2.5012","  2.4993","  0.0236","bcu","PKS 0031-415","NULL","LSP"
"4FGL J0035.0-5728","  8.7521","-57.4714","   6.242","1.3680E-10","2.2654E-12","PowerLaw","  2.5919","  2.5166","  0.1072","bcu","PMN J0035-5726","NULL","ISP"
"4FGL J0035.2+1514","  8.8123"," 15.2405","  29.396","1.1043E-09","1.3239E-11","PowerLaw","  1.8417","  1.7685","  0.0631","bll","RX J0035.2+1515","1.090260E+00","ISP"
"4FGL J0036.9+1832","  9.2340"," 18.5424","   8.807","2.9673E-10","3.8329E-12","PowerLaw","  2.3761","  2.3227","  0.1237","bcu","CRATES J003659.39+183203.7","1.595000E+00","NULL"
"4FGL J0037.6+3653","  9.4045"," 36.8964","   5.090","1.6773E-10","2.1130E-12","PowerLaw","  2.3478","  2.3135","  0.0401","fsrq","4C +36.01","3.660000E-01","LSP"
"4FGL J0037.8+1239","  9.4695"," 12.6527","  18.106","7.1787E-10","8.1770E-12","PowerLaw","  2.1874","  2.1925"," -0.0065","bll","NVSS J003750+123818","8.900000E-02","HSP"
"4FGL J0037.9+2612","  9.4823"," 26.2010","   4.274","1.2368E-10","2.0343E-12","PowerLaw","  2.5869","  2.5098","  0.0964","bll","WISE J003719.15+261312.6","1.477000E-01","NULL"
"4FGL J0038.1+0012","  9.5394","  0.2118","  13.105","3.8636E-10","4.2962E-12","PowerLaw","  2.0360","  2.0294","  0.0063","bll","NVSS J003808+001336","7.395000E-01","LSP"
"4FGL J0038.2-2459","  9.5652","-24.9899","  10.486","2.6798E-10","3.4234E-12","PowerLaw","  2.3638","  2.2910","  0.2149","fsrq","PKS 0035-252","1.196000E+00","LSP"
"4FGL J0038.7-0204","  9.6899"," -2.0722","   7.502","1.3772E-10","3.1504E-12","LogParabola","  2.8071","  2.4304","  0.4991","rdg","3C 17","2.204000E-01","NULL"
"4FGL J0039.0-0946","  9.7556"," -9.7828","  10.355","2.3381E-10","4.6420E-12","PowerLaw","  2.7170","  2.6264","  0.1168","fsrq","TXS 0036-099","2.101500E+00","LSP"
"4FGL J0039.1-2219","  9.7782","-22.3276","   9.916","2.1630E-10","2.6567E-12","PowerLaw","  1.8083","  1.7120","  0.0838","bcu","PMN J0039-2220","6.150000E-02","NULL"
"4FGL J0039.1+4330","  9.7994"," 43.5122","   8.829","2.3825E-10","2.6567E-12","PowerLaw","  2.0127","  1.8814","  0.2546","bcu","NVSS J003907+433015","NULL","ISP"
"4FGL J0040.3+4050"," 10.0989"," 40.8362","   8.012","2.1892E-10","2.4479E-12","PowerLaw","  1.9974","  2.0676"," -0.1003","bll","B3 0037+405","NULL","LSP"
"4FGL J0040.4-2340"," 10.1012","-23.6704","   7.874","2.0081E-10","2.2455E-12","PowerLaw","  2.1264","  2.0071","  0.2214","bll","PMN J0040-2340","2.130000E-01","ISP"
"4FGL J0040.9+3203"," 10.2393"," 32.0529","   4.710","1.6061E-10","2.1363E-12","PowerLaw","  2.4068","  2.0657","  0.4774","bcu","TXS 0038+319","NULL","NULL"
"4FGL J0041.4+3800"," 10.3697"," 38.0097","   6.773","1.6079E-10","1.8241E-12","PowerLaw","  1.9469","  2.0109"," -0.0716","fsrq","B3 0038+377","3.800000E-01","HSP"
"4FGL J0041.7-1607"," 10.4382","-16.1210","   4.978","6.8595E-11","9.9030E-13","PowerLaw","  1.6415","  1.4510","  0.2591","bcu","GALEXASC J004141.24-160746.6","NULL","ISP"
"4FGL J0042.0+3640"," 10.5053"," 36.6724","   5.716","1.7312E-10","1.9583E-12","PowerLaw","  2.1687","  2.1230","  0.0458","bll","RX J0042.0+3641","4.700000E-01","NULL"
"4FGL J0042.2+2319"," 10.5581"," 23.3271","  12.997","4.2174E-10","5.0767E-12","PowerLaw","  2.2886","  2.1724","  0.1551","fsrq","PKS 0039+230","1.426000E+00","LSP"
"4FGL J0043.5-0442"," 10.8766"," -4.7007","   7.256","1.9377E-10","2.1979E-12","PowerLaw","  1.9474","  1.9539"," -0.0051","bll","1RXS J004333.7-044257","4.800000E-01","NULL"
"4FGL J0043.6+2223"," 10.9095"," 22.3864","   5.887","1.7665E-10","1.9723E-12","PowerLaw","  2.1184","  2.0089","  0.1030","bcu","TXS 0040+221","NULL","LSP"
"4FGL J0043.7-1116"," 10.9283","-11.2822","   8.542","2.4336E-10","2.7815E-12","PowerLaw","  1.9281","  1.7339","  0.1743","bll","1RXS J004349.3-111612","2.640000E-01","HSP"
"4FGL J0043.8+3425"," 10.9717"," 34.4316","  51.227","2.6627E-09","2.6191E-11","LogParabola","  1.9415","  1.8541","  0.0496","fsrq","GB6 J0043+3426","9.660000E-01","LSP"
"4FGL J0044.2-8424"," 11.0711","-84.4016","   7.020","2.2339E-10","3.8158E-12","PowerLaw","  2.6145","  2.6342"," -0.0231","fsrq","PKS 0044-84","1.032000E+00","LSP"
"4FGL J0045.1-3706"," 11.2936","-37.1065","  18.925","4.3670E-10","6.9445E-12","PowerLaw","  2.5615","  2.5497","  0.0188","bcu","PKS 0042-373","NULL","LSP"
"4FGL J0045.3+2128"," 11.3396"," 21.4668","  43.481","1.7833E-09","1.9054E-11","LogParabola","  1.8000","  1.6623","  0.0714","bll","GB6 J0045+2127","NULL","HSP"
"4FGL J0045.7+1217"," 11.4309"," 12.2920","  23.925","9.4569E-10","1.0574E-11","PowerLaw","  1.9977","  1.9879","  0.0086","bll","GB6 J0045+1217","NULL","NULL"
"4FGL J0047.1-6203"," 11.7770","-62.0520","   4.315","6.6052E-11","2.0080E-12","PowerLaw","  2.9715","  3.1222","  0.6992","bcu","PKS 0045-623","NULL","NULL"
"4FGL J0047.9+3947"," 11.9763"," 39.7975","  22.643","7.4014E-10","8.3037E-12","PowerLaw","  1.9829","  1.9577","  0.0241","bll","B3 0045+395","2.517000E-01","NULL"
"4FGL J0047.9+2233"," 11.9981"," 22.5632","  10.827","4.7298E-10","7.2014E-12","PowerLaw","  2.5273","  2.5338","  0.0134","fsrq","GB6 J0048+2234","1.161000E+00","LSP"
"4FGL J0048.6-2427"," 12.1709","-24.4541","   6.603","1.7193E-10","1.9211E-12","PowerLaw","  2.0009","  1.9724","  0.1020","bcu","1RXS J004836.9-242631","NULL","ISP"
"4FGL J0049.0+2252"," 12.2520"," 22.8735","   6.021","1.9429E-10","2.2688E-12","PowerLaw","  2.2397","  2.2252","  0.0292","bll","CRATES J004901.37+225315.4","2.641500E-01","ISP"
"4FGL J0049.1+4223"," 12.2772"," 42.3901","   6.384","1.4872E-10","1.7789E-12","PowerLaw","  1.8451","  1.5732","  0.2145","bcu","GALEXASC J004859.14+422351.4","3.020000E-01","NULL"
"4FGL J0049.4-5402"," 12.3589","-54.0367","  11.868","3.0709E-10","3.4984E-12","PowerLaw","  2.1878","  2.0535","  0.1522","bcu","PMN J0049-5402","NULL","NULL"
"4FGL J0049.5-4150"," 12.3973","-41.8460","   5.694","1.3314E-10","1.4791E-12","PowerLaw","  2.0536","  2.0501","  0.0115","bcu","SUMSS J004938-415140","NULL","HSP"
"4FGL J0049.6-4500"," 12.4188","-45.0086","   7.389","1.5285E-10","2.2343E-12","PowerLaw","  2.4937","  2.2275","  0.2877","bcu","PMN J0049-4457","1.210000E-01","LSP"
"4FGL J0049.7+0237"," 12.4377","  2.6273","  28.826","1.0732E-09","1.2531E-11","PowerLaw","  2.2396","  2.1994","  0.0512","bll","PKS 0047+023","1.474000E+00","LSP"
"4FGL J0050.0-5736"," 12.5197","-57.6164","  15.205","3.2884E-10","5.5313E-12","PowerLaw","  2.6034","  2.6098"," -0.0269","fsrq","PKS 0047-579","1.797000E+00","LSP"
